Strategy report
Symbol: /ES:XCME
Work Time: 11/11/20, 7:30 AM - 7/29/21, 1:30 PM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
10430;shared_kg_EveryTickOHLC(OHLC|4,173.75|4,174.25|4,173|4,173.5);Buy to Open;1;50.0;$4,172.00;4/26/21, 8:10 AM;;$1,482,775.00;0.0;
10431;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,174.25;4/26/21, 8:20 AM;$62.50;$1,482,575.00;-50.0;
10432;shared_kg_EveryTickOHLC(OHLC|4,173.75|4,178.25|4,173.5|4,178.25);Buy to Open;1;50.0;$4,173.00;4/26/21, 8:20 AM;;$1,482,837.50;0.0;
10433;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,178.25;4/26/21, 8:30 AM;$237.50;$1,482,675.00;-50.0;
10434;shared_kg_EveryTickOHLC(OHLC|4,178.25|4,182.5|4,177.25|4,181.5);Buy to Open;1;50.0;$4,173.50;4/26/21, 8:30 AM;;$1,483,075.00;0.0;
10435;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,182.50;4/26/21, 8:40 AM;$262.50;$1,483,100.00;-50.0;
10436;shared_kg_EveryTickOHLC(OHLC|4,181.5|4,183.5|4,179.25|4,182);Buy to Open;1;50.0;$4,177.25;4/26/21, 8:40 AM;;$1,483,337.50;0.0;
10437;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,183.50;4/26/21, 8:50 AM;$212.50;$1,483,475.00;-50.0;
10438;shared_kg_EveryTickOHLC(OHLC|4,182|4,182.25|4,175.75|4,180.75);Buy to Open;1;50.0;$4,179.25;4/26/21, 8:50 AM;;$1,483,550.00;0.0;
10439;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,182.25;4/26/21, 9:00 AM;$325.00;$1,483,450.00;-50.0;
10440;shared_kg_EveryTickOHLC(OHLC|4,180.75|4,185|4,180.25|4,184.25);Buy to Open;1;50.0;$4,175.75;4/26/21, 9:00 AM;;$1,483,875.00;0.0;
10441;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,185.00;4/26/21, 9:10 AM;$237.50;$1,484,000.00;-50.0;
10442;shared_kg_EveryTickOHLC(OHLC|4,184.25|4,185.5|4,179.5|4,182.5);Buy to Open;1;50.0;$4,180.25;4/26/21, 9:10 AM;;$1,484,112.50;0.0;
10443;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,185.50;4/26/21, 9:20 AM;$300.00;$1,484,300.00;-50.0;
10444;shared_kg_EveryTickOHLC(OHLC|4,182.75|4,184.75|4,180.75|4,181.75);Buy to Open;1;50.0;$4,179.50;4/26/21, 9:20 AM;;$1,484,412.50;0.0;
10445;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,184.75;4/26/21, 9:30 AM;$200.00;$1,484,537.50;-50.0;
10446;shared_kg_EveryTickOHLC(OHLC|4,182|4,182.75|4,180.5|4,182.25);Buy to Open;1;50.0;$4,180.75;4/26/21, 9:30 AM;;$1,484,612.50;0.0;
10447;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,182.75;4/26/21, 9:40 AM;$112.50;$1,484,650.00;-50.0;
10448;shared_kg_EveryTickOHLC(OHLC|4,182.5|4,182.75|4,180|4,182);Buy to Open;1;50.0;$4,180.50;4/26/21, 9:40 AM;;$1,484,725.00;0.0;
10449;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,182.75;4/26/21, 9:50 AM;$137.50;$1,484,800.00;-50.0;
10450;shared_kg_EveryTickOHLC(OHLC|4,182.25|4,184|4,180.5|4,181.25);Buy to Open;1;50.0;$4,180.00;4/26/21, 9:50 AM;;$1,484,862.50;0.0;
10451;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,184.00;4/26/21, 10:00 AM;$175.00;$1,484,850.00;-50.0;
10452;shared_kg_EveryTickOHLC(OHLC|4,181.5|4,185.25|4,181|4,184.25);Buy to Open;1;50.0;$4,180.50;4/26/21, 10:00 AM;;$1,485,037.50;0.0;
10453;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,185.25;4/26/21, 10:10 AM;$212.50;$1,485,125.00;-50.0;
10454;shared_kg_EveryTickOHLC(OHLC|4,184|4,185.25|4,182.25|4,183.5);Buy to Open;1;50.0;$4,181.00;4/26/21, 10:10 AM;;$1,485,250.00;0.0;
10455;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,185.25;4/26/21, 10:20 AM;$150.00;$1,485,362.50;-50.0;
10456;shared_kg_EveryTickOHLC(OHLC|4,183.25|4,184.5|4,182.75|4,183);Buy to Open;1;50.0;$4,182.25;4/26/21, 10:20 AM;;$1,485,400.00;0.0;
10457;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,184.50;4/26/21, 10:30 AM;$87.50;$1,485,525.00;-50.0;
10458;shared_kg_EveryTickOHLC(OHLC|4,182.75|4,183.5|4,181.75|4,182);Buy to Open;1;50.0;$4,182.75;4/26/21, 10:30 AM;;$1,485,487.50;0.0;
10459;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,183.50;4/26/21, 10:40 AM;$87.50;$1,485,637.50;-50.0;
10460;shared_kg_EveryTickOHLC(OHLC|4,182|4,182.75|4,180.5|4,180.5);Buy to Open;1;50.0;$4,181.75;4/26/21, 10:40 AM;;$1,485,575.00;0.0;
10461;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,182.75;4/26/21, 10:50 AM;$112.50;$1,485,687.50;-50.0;
10462;shared_kg_EveryTickOHLC(OHLC|4,180.5|4,181.75|4,180|4,180.5);Buy to Open;1;50.0;$4,180.50;4/26/21, 10:50 AM;;$1,485,687.50;0.0;
10463;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,181.75;4/26/21, 11:00 AM;$87.50;$1,485,887.50;-50.0;
10464;shared_kg_EveryTickOHLC(OHLC|4,180.75|4,181.5|4,177.25|4,177.75);Buy to Open;1;50.0;$4,180.00;4/26/21, 11:00 AM;;$1,485,775.00;0.0;
10465;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,181.50;4/26/21, 11:10 AM;$212.50;$1,485,950.00;-50.0;
10466;shared_kg_EveryTickOHLC(OHLC|4,177.75|4,179.25|4,177.25|4,178);Buy to Open;1;50.0;$4,177.25;4/26/21, 11:10 AM;;$1,485,987.50;0.0;
10467;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,179.25;4/26/21, 11:20 AM;$100.00;$1,486,050.00;-50.0;
10468;shared_kg_EveryTickOHLC(OHLC|4,178|4,179.5|4,176.75|4,178);Buy to Open;1;50.0;$4,177.25;4/26/21, 11:20 AM;;$1,486,087.50;0.0;
10469;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,179.50;4/26/21, 11:30 AM;$137.50;$1,486,075.00;-50.0;
10470;shared_kg_EveryTickOHLC(OHLC|4,178|4,180.25|4,177.5|4,179.75);Buy to Open;1;50.0;$4,176.75;4/26/21, 11:30 AM;;$1,486,225.00;0.0;
10471;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,180.25;4/26/21, 11:40 AM;$137.50;$1,486,200.00;-50.0;
10472;shared_kg_EveryTickOHLC(OHLC|4,180|4,182|4,179.75|4,180.75);Buy to Open;1;50.0;$4,177.50;4/26/21, 11:40 AM;;$1,486,362.50;0.0;
10473;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,182.00;4/26/21, 11:50 AM;$112.50;$1,486,475.00;-50.0;
10474;shared_kg_EveryTickOHLC(OHLC|4,180.75|4,181.25|4,179.25|4,179.75);Buy to Open;1;50.0;$4,179.75;4/26/21, 11:50 AM;;$1,486,475.00;0.0;
10475;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,181.25;4/26/21, 12:00 PM;$100.00;$1,486,612.50;-50.0;
10476;shared_kg_EveryTickOHLC(OHLC|4,179.75|4,180.75|4,178.5|4,178.5);Buy to Open;1;50.0;$4,179.25;4/26/21, 12:00 PM;;$1,486,575.00;0.0;
10477;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,180.75;4/26/21, 12:10 PM;$112.50;$1,486,700.00;-50.0;
10478;shared_kg_EveryTickOHLC(OHLC|4,178.5|4,180.25|4,178|4,178.25);Buy to Open;1;50.0;$4,178.50;4/26/21, 12:10 PM;;$1,486,687.50;0.0;
10479;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,180.25;4/26/21, 12:20 PM;$112.50;$1,486,800.00;-50.0;
10480;shared_kg_EveryTickOHLC(OHLC|4,178.25|4,179|4,176.75|4,178);Buy to Open;1;50.0;$4,178.00;4/26/21, 12:20 PM;;$1,486,800.00;0.0;
10481;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,179.00;4/26/21, 12:30 PM;$112.50;$1,486,850.00;-50.0;
10482;shared_kg_EveryTickOHLC(OHLC|4,178|4,179|4,176.75|4,178);Buy to Open;1;50.0;$4,176.75;4/26/21, 12:30 PM;;$1,486,912.50;0.0;
10483;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,179.00;4/26/21, 12:40 PM;$112.50;$1,486,850.00;-50.0;
10484;shared_kg_EveryTickOHLC(OHLC|4,178|4,180.75|4,177|4,180.25);Buy to Open;1;50.0;$4,176.75;4/26/21, 12:40 PM;;$1,487,025.00;0.0;
10485;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,180.75;4/26/21, 12:50 PM;$187.50;$1,487,012.50;-50.0;
10486;shared_kg_EveryTickOHLC(OHLC|4,180.25|4,181.25|4,179.25|4,181);Buy to Open;1;50.0;$4,177.00;4/26/21, 12:50 PM;;$1,487,212.50;0.0;
10487;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,181.25;4/26/21, 1:00 PM;$100.00;$1,487,175.00;-50.0;
10488;shared_kg_EveryTickOHLC(OHLC|4,181|4,182.75|4,180.75|4,182);Buy to Open;1;50.0;$4,179.25;4/26/21, 1:00 PM;;$1,487,312.50;0.0;
10489;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,182.75;4/26/21, 1:10 PM;$100.00;$1,487,350.00;-50.0;
10490;shared_kg_EveryTickOHLC(OHLC|4,182.25|4,182.5|4,181|4,182);Buy to Open;1;50.0;$4,180.75;4/26/21, 1:10 PM;;$1,487,412.50;0.0;
10491;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,182.50;4/26/21, 1:20 PM;$75.00;$1,487,387.50;-50.0;
10492;shared_kg_EveryTickOHLC(OHLC|4,182.25|4,183.25|4,181.5|4,183);Buy to Open;1;50.0;$4,181.00;4/26/21, 1:20 PM;;$1,487,487.50;0.0;
10493;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,183.25;4/26/21, 1:30 PM;$87.50;$1,487,500.00;-50.0;
10494;shared_kg_EveryTickOHLC(OHLC|4,183|4,184|4,182.25|4,183);Buy to Open;1;50.0;$4,181.50;4/26/21, 1:30 PM;;$1,487,575.00;0.0;
10495;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,184.00;4/26/21, 1:40 PM;$87.50;$1,487,550.00;-50.0;
10496;shared_kg_EveryTickOHLC(OHLC|4,183.25|4,184.75|4,182.75|4,184.5);Buy to Open;1;50.0;$4,182.25;4/26/21, 1:40 PM;;$1,487,662.50;0.0;
10497;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,184.75;4/26/21, 1:50 PM;$100.00;$1,487,675.00;-50.0;
10498;shared_kg_EveryTickOHLC(OHLC|4,184.75|4,185|4,183.75|4,184.5);Buy to Open;1;50.0;$4,182.75;4/26/21, 1:50 PM;;$1,487,762.50;0.0;
10499;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,185.00;4/26/21, 2:00 PM;$62.50;$1,487,762.50;-50.0;
10500;shared_kg_EveryTickOHLC(OHLC|4,184.75|4,185.5|4,183.25|4,185);Buy to Open;1;50.0;$4,183.75;4/26/21, 2:00 PM;;$1,487,825.00;0.0;
10501;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,185.50;4/26/21, 2:10 PM;$112.50;$1,487,850.00;-50.0;
10502;shared_kg_EveryTickOHLC(OHLC|4,185.25|4,185.5|4,184|4,185);Buy to Open;1;50.0;$4,183.25;4/26/21, 2:10 PM;;$1,487,937.50;0.0;
10503;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,185.50;4/26/21, 2:20 PM;$75.00;$1,488,375.00;-50.0;
10504;shared_kg_EveryTickOHLC(OHLC|4,185|4,186|4,175.5|4,176.75);Buy to Open;1;50.0;$4,184.00;4/26/21, 2:20 PM;;$1,488,012.50;0.0;
10505;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,186.00;4/26/21, 2:30 PM;$525.00;$1,488,287.50;-50.0;
10506;shared_kg_EveryTickOHLC(OHLC|4,177|4,181.75|4,173.25|4,180.5);Buy to Open;1;50.0;$4,175.50;4/26/21, 2:30 PM;;$1,488,537.50;0.0;
10507;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,181.75;4/26/21, 2:40 PM;$425.00;$1,488,800.00;-50.0;
10508;shared_kg_EveryTickOHLC(OHLC|4,180.5|4,183|4,175.75|4,176.5);Buy to Open;1;50.0;$4,173.25;4/26/21, 2:40 PM;;$1,488,962.50;0.0;
10509;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,183.00;4/26/21, 2:50 PM;$362.50;$1,489,100.00;-50.0;
10510;shared_kg_EveryTickOHLC(OHLC|4,176.5|4,181|4,175.25|4,180.25);Buy to Open;1;50.0;$4,175.75;4/26/21, 2:50 PM;;$1,489,325.00;0.0;
10511;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,181.00;4/26/21, 3:00 PM;$287.50;$1,489,437.50;-50.0;
10512;shared_kg_EveryTickOHLC(OHLC|4,180.5|4,183.25|4,176.75|4,178.75);Buy to Open;1;50.0;$4,175.25;4/26/21, 3:00 PM;;$1,489,612.50;0.0;
10513;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,185.50;4/27/21, 7:30 AM;$87.50;$1,489,700.00;-50.0;
10514;shared_kg_EveryTickOHLC(OHLC|4,184|4,184.5|4,183.25|4,183.75);Buy to Open;1;50.0;$4,183.75;4/27/21, 7:30 AM;;$1,489,700.00;0.0;
10515;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,184.50;4/27/21, 7:40 AM;$62.50;$1,489,787.50;-50.0;
10516;shared_kg_EveryTickOHLC(OHLC|4,184|4,184.25|4,182|4,182.75);Buy to Open;1;50.0;$4,183.25;4/27/21, 7:40 AM;;$1,489,762.50;0.0;
10517;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,184.25;4/27/21, 7:50 AM;$112.50;$1,489,900.00;-50.0;
10518;shared_kg_EveryTickOHLC(OHLC|4,182.5|4,183.25|4,181.25|4,181.5);Buy to Open;1;50.0;$4,182.00;4/27/21, 7:50 AM;;$1,489,875.00;0.0;
10519;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,183.25;4/27/21, 8:00 AM;$100.00;$1,489,912.50;-50.0;
10520;shared_kg_EveryTickOHLC(OHLC|4,181.5|4,182.75|4,181|4,182.5);Buy to Open;1;50.0;$4,181.25;4/27/21, 8:00 AM;;$1,489,975.00;0.0;
10521;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,182.75;4/27/21, 8:10 AM;$87.50;$1,490,025.00;-50.0;
10522;shared_kg_EveryTickOHLC(OHLC|4,182.5|4,183|4,181.25|4,181.75);Buy to Open;1;50.0;$4,181.00;4/27/21, 8:10 AM;;$1,490,062.50;0.0;
10523;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,183.00;4/27/21, 8:20 AM;$87.50;$1,490,062.50;-50.0;
10524;shared_kg_EveryTickOHLC(OHLC|4,181.75|4,183.75|4,181.5|4,183);Buy to Open;1;50.0;$4,181.25;4/27/21, 8:20 AM;;$1,490,150.00;0.0;
10525;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,183.75;4/27/21, 8:30 AM;$112.50;$1,490,687.50;-50.0;
10526;shared_kg_EveryTickOHLC(OHLC|4,183|4,183.75|4,172.5|4,173);Buy to Open;1;50.0;$4,181.50;4/27/21, 8:30 AM;;$1,490,262.50;0.0;
10527;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,183.75;4/27/21, 8:40 AM;$562.50;$1,490,775.00;-50.0;
10528;shared_kg_EveryTickOHLC(OHLC|4,173.25|4,175|4,171.25|4,173.5);Buy to Open;1;50.0;$4,172.50;4/27/21, 8:40 AM;;$1,490,825.00;0.0;
10529;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,175.00;4/27/21, 8:50 AM;$187.50;$1,490,962.50;-50.0;
10530;shared_kg_EveryTickOHLC(OHLC|4,173.5|4,175|4,171.5|4,172.25);Buy to Open;1;50.0;$4,171.25;4/27/21, 8:50 AM;;$1,491,012.50;0.0;
10531;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,175.00;4/27/21, 9:00 AM;$175.00;$1,490,987.50;-50.0;
10532;shared_kg_EveryTickOHLC(OHLC|4,172|4,176.25|4,169.25|4,175.5);Buy to Open;1;50.0;$4,171.50;4/27/21, 9:00 AM;;$1,491,187.50;0.0;
10533;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,176.25;4/27/21, 9:10 AM;$350.00;$1,491,400.00;-50.0;
10534;shared_kg_EveryTickOHLC(OHLC|4,175.25|4,176|4,166.75|4,172);Buy to Open;1;50.0;$4,169.25;4/27/21, 9:10 AM;;$1,491,537.50;0.0;
10535;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,176.00;4/27/21, 9:20 AM;$462.50;$1,491,537.50;-50.0;
10536;shared_kg_EveryTickOHLC(OHLC|4,172|4,176|4,170|4,176);Buy to Open;1;50.0;$4,166.75;4/27/21, 9:20 AM;;$1,492,000.00;0.0;
10537;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,176.00;4/27/21, 9:30 AM;$300.00;$1,492,287.50;-50.0;
10538;shared_kg_EveryTickOHLC(OHLC|4,176|4,176|4,169.75|4,170.25);Buy to Open;1;50.0;$4,170.00;4/27/21, 9:30 AM;;$1,492,300.00;0.0;
10539;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,176.00;4/27/21, 9:40 AM;$312.50;$1,492,312.50;-50.0;
10540;shared_kg_EveryTickOHLC(OHLC|4,170.25|4,177.25|4,169|4,175.75);Buy to Open;1;50.0;$4,169.75;4/27/21, 9:40 AM;;$1,492,612.50;0.0;
10541;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,177.25;4/27/21, 9:50 AM;$412.50;$1,492,712.50;-50.0;
10542;shared_kg_EveryTickOHLC(OHLC|4,175.5|4,176.75|4,173.75|4,175.25);Buy to Open;1;50.0;$4,169.00;4/27/21, 9:50 AM;;$1,493,025.00;0.0;
10543;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,176.75;4/27/21, 10:00 AM;$150.00;$1,493,087.50;-50.0;
10544;shared_kg_EveryTickOHLC(OHLC|4,175.5|4,177|4,173.25|4,175.5);Buy to Open;1;50.0;$4,173.75;4/27/21, 10:00 AM;;$1,493,175.00;0.0;
10545;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,177.00;4/27/21, 10:10 AM;$187.50;$1,493,250.00;-50.0;
10546;shared_kg_EveryTickOHLC(OHLC|4,175.5|4,177.75|4,175.25|4,175.5);Buy to Open;1;50.0;$4,173.25;4/27/21, 10:10 AM;;$1,493,362.50;0.0;
10547;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,177.75;4/27/21, 10:20 AM;$125.00;$1,493,450.00;-50.0;
10548;shared_kg_EveryTickOHLC(OHLC|4,175.5|4,176.75|4,174.25|4,176);Buy to Open;1;50.0;$4,175.25;4/27/21, 10:20 AM;;$1,493,487.50;0.0;
10549;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,176.75;4/27/21, 10:30 AM;$125.00;$1,493,487.50;-50.0;
10550;shared_kg_EveryTickOHLC(OHLC|4,176|4,177.25|4,175.25|4,176.75);Buy to Open;1;50.0;$4,174.25;4/27/21, 10:30 AM;;$1,493,612.50;0.0;
10551;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,177.25;4/27/21, 10:40 AM;$100.00;$1,493,662.50;-50.0;
10552;shared_kg_EveryTickOHLC(OHLC|4,176.75|4,178|4,175.75|4,176.25);Buy to Open;1;50.0;$4,175.25;4/27/21, 10:40 AM;;$1,493,712.50;0.0;
10553;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,178.00;4/27/21, 10:50 AM;$112.50;$1,493,662.50;-50.0;
10554;shared_kg_EveryTickOHLC(OHLC|4,176.25|4,180.25|4,175.75|4,179);Buy to Open;1;50.0;$4,175.75;4/27/21, 10:50 AM;;$1,493,825.00;0.0;
10555;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,180.25;4/27/21, 11:00 AM;$225.00;$1,493,825.00;-50.0;
10556;shared_kg_EveryTickOHLC(OHLC|4,179.25|4,181|4,179.25|4,180.25);Buy to Open;1;50.0;$4,175.75;4/27/21, 11:00 AM;;$1,494,050.00;0.0;
10557;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,181.00;4/27/21, 11:10 AM;$87.50;$1,494,112.50;-50.0;
10558;shared_kg_EveryTickOHLC(OHLC|4,180.25|4,180.5|4,177.75|4,179.75);Buy to Open;1;50.0;$4,179.25;4/27/21, 11:10 AM;;$1,494,137.50;0.0;
10559;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,180.50;4/27/21, 11:20 AM;$137.50;$1,494,137.50;-50.0;
10560;shared_kg_EveryTickOHLC(OHLC|4,179.75|4,180.75|4,177.5|4,180.5);Buy to Open;1;50.0;$4,177.75;4/27/21, 11:20 AM;;$1,494,275.00;0.0;
10561;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,180.75;4/27/21, 11:30 AM;$162.50;$1,494,337.50;-50.0;
10562;shared_kg_EveryTickOHLC(OHLC|4,180.5|4,180.5|4,178.5|4,179.5);Buy to Open;1;50.0;$4,177.50;4/27/21, 11:30 AM;;$1,494,437.50;0.0;
10563;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,180.50;4/27/21, 11:40 AM;$100.00;$1,494,575.00;-50.0;
10564;shared_kg_EveryTickOHLC(OHLC|4,179.5|4,180|4,177.5|4,177.75);Buy to Open;1;50.0;$4,178.50;4/27/21, 11:40 AM;;$1,494,537.50;0.0;
10565;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,180.00;4/27/21, 11:50 AM;$125.00;$1,494,800.00;-50.0;
10566;shared_kg_EveryTickOHLC(OHLC|4,177.75|4,178|4,173.5|4,174.75);Buy to Open;1;50.0;$4,177.50;4/27/21, 11:50 AM;;$1,494,662.50;0.0;
10567;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,178.00;4/27/21, 12:00 PM;$225.00;$1,494,725.00;-50.0;
10568;shared_kg_EveryTickOHLC(OHLC|4,174.75|4,177.5|4,174.25|4,176.75);Buy to Open;1;50.0;$4,173.50;4/27/21, 12:00 PM;;$1,494,887.50;0.0;
10569;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,177.50;4/27/21, 12:10 PM;$162.50;$1,494,887.50;-50.0;
10570;shared_kg_EveryTickOHLC(OHLC|4,176.75|4,178.25|4,176.5|4,177.5);Buy to Open;1;50.0;$4,174.25;4/27/21, 12:10 PM;;$1,495,050.00;0.0;
10571;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,178.25;4/27/21, 12:20 PM;$87.50;$1,495,100.00;-50.0;
10572;shared_kg_EveryTickOHLC(OHLC|4,177.25|4,178.75|4,176.75|4,177.25);Buy to Open;1;50.0;$4,176.50;4/27/21, 12:20 PM;;$1,495,137.50;0.0;
10573;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,178.75;4/27/21, 12:30 PM;$100.00;$1,495,150.00;-50.0;
10574;shared_kg_EveryTickOHLC(OHLC|4,177.25|4,179|4,175.75|4,178.5);Buy to Open;1;50.0;$4,176.75;4/27/21, 12:30 PM;;$1,495,237.50;0.0;
10575;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,179.00;4/27/21, 12:40 PM;$162.50;$1,495,300.00;-50.0;
10576;shared_kg_EveryTickOHLC(OHLC|4,178.5|4,179.25|4,176|4,177.75);Buy to Open;1;50.0;$4,175.75;4/27/21, 12:40 PM;;$1,495,400.00;0.0;
10577;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,179.25;4/27/21, 12:50 PM;$162.50;$1,495,462.50;-50.0;
10578;shared_kg_EveryTickOHLC(OHLC|4,177.75|4,178.5|4,177.25|4,178);Buy to Open;1;50.0;$4,176.00;4/27/21, 12:50 PM;;$1,495,562.50;0.0;
10579;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,178.50;4/27/21, 1:00 PM;$62.50;$1,495,675.00;-50.0;
10580;shared_kg_EveryTickOHLC(OHLC|4,177.75|4,178.25|4,174.5|4,176.25);Buy to Open;1;50.0;$4,177.25;4/27/21, 1:00 PM;;$1,495,625.00;0.0;
10581;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,178.25;4/27/21, 1:10 PM;$187.50;$1,495,662.50;-50.0;
10582;shared_kg_EveryTickOHLC(OHLC|4,176|4,178|4,176|4,177.5);Buy to Open;1;50.0;$4,174.50;4/27/21, 1:10 PM;;$1,495,812.50;0.0;
10583;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,178.00;4/27/21, 1:20 PM;$100.00;$1,495,762.50;-50.0;
10584;shared_kg_EveryTickOHLC(OHLC|4,177.5|4,179.5|4,175|4,179);Buy to Open;1;50.0;$4,176.00;4/27/21, 1:20 PM;;$1,495,912.50;0.0;
10585;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,179.50;4/27/21, 1:30 PM;$225.00;$1,495,800.00;-50.0;
10586;shared_kg_EveryTickOHLC(OHLC|4,179.25|4,181.75|4,179|4,181.75);Buy to Open;1;50.0;$4,175.00;4/27/21, 1:30 PM;;$1,496,137.50;0.0;
10587;shared_kg_EveryTickOHLC(SellClose);Sell to Close;-1;-50.0;$4,181.75;4/27/21, 1:40 PM;$137.50;$1,496,200.00;-50.0;
